unit,scope,fold,heldGroup,threshold,selected,baselineEnter,enterCount,enterPerSession,uniqueSymbols,strict30mCount,unknownCount,coverageRate,entrySymbolHHI,baselineMeanD30,meanD30,meanD30ImprovementPct,medianD30,D30p90,D30p95,D30ES95,MAEmedian,MAEp05,MAEworst,MFEmean,MFEmedian,MAEleMinus2,MAEleMinus5,MAEleMinus10,precision1,precision1Hits,anchorPreservation1,baselineWinners1,falseRiskRejected1,precision2,precision2Hits,anchorPreservation2,baselineWinners2,falseRiskRejected2,precision3,precision3Hits,anchorPreservation3,baselineWinners3,falseRiskRejected3,precision5,precision5Hits,anchorPreservation5,baselineWinners5,falseRiskRejected5,correctRiskRejections,falseRiskAcceptances,goodAcceptances,censoredUnknown,throughput,failedOrUnknown
symbol-4-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,4,1,False,22,0,0.0,0,0,0,,,2.1000571380881192,,,,,,,,,,,,0,0,0,,0,0.0,11,11,,0,0.0,10,10,,0,0.0,6,6,,0,0.0,4,4,1,0,0,9,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-4-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,4,2,False,22,0,0.0,0,0,0,,,2.1000571380881192,,,,,,,,,,,,0,0,0,,0,0.0,11,11,,0,0.0,10,10,,0,0.0,6,6,,0,0.0,4,4,1,0,0,9,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-4-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,4,5,False,22,22,2.75,13,13,9,0.5909090909090909,0.1446280991735537,2.1000571380881192,2.1000571380881192,0.0,1.6920473773265665,3.7509181481778064,6.009337693443898,9.345794392523366,-1.6920473773265665,-6.009337693443905,-9.345794392523366,5.663273375486979,2.7272727272727337,5,1,0,0.8461538461538461,11,1.0,11,0,0.7692307692307693,10,1.0,10,0,0.46153846153846156,6,1.0,6,0,0.3076923076923077,4,1.0,4,0,0,1,11,9,1.0,adverseMeanRatioMax:FAIL
symbol-4-fold-2,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,2,4,10,False,22,22,2.75,13,13,9,0.5909090909090909,0.1446280991735537,2.1000571380881192,2.1000571380881192,0.0,1.6920473773265665,3.7509181481778064,6.009337693443898,9.345794392523366,-1.6920473773265665,-6.009337693443905,-9.345794392523366,5.663273375486979,2.7272727272727337,5,1,0,0.8461538461538461,11,1.0,11,0,0.7692307692307693,10,1.0,10,0,0.46153846153846156,6,1.0,6,0,0.3076923076923077,4,1.0,4,0,0,1,11,9,1.0,adverseMeanRatioMax:FAIL
symbol-4-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,4,1,False,53,0,0.0,0,0,0,,,2.4761091417015124,,,,,,,,,,,,0,0,0,,0,0.0,33,33,,0,0.0,27,27,,0,0.0,19,19,,0,0.0,13,13,7,0,0,14,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-4-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,4,2,False,53,0,0.0,0,0,0,,,2.4761091417015124,,,,,,,,,,,,0,0,0,,0,0.0,33,33,,0,0.0,27,27,,0,0.0,19,19,,0,0.0,13,13,7,0,0,14,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-4-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,4,5,False,53,53,4.416666666666667,39,39,14,0.7358490566037735,0.049483802064791735,2.4761091417015124,2.4761091417015124,0.0,1.6666666666666718,6.622653097034579,9.326611899427432,10.786529393711113,-1.6666666666666718,-9.32661189942743,-11.316648531011975,5.012554910875239,2.679031427099443,16,7,2,0.8461538461538461,33,1.0,33,0,0.6923076923076923,27,1.0,27,0,0.48717948717948717,19,1.0,19,0,0.3333333333333333,13,1.0,13,0,0,7,28,14,1.0,adverseMeanRatioMax:FAIL
symbol-4-fold-3,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,3,4,10,False,53,53,4.416666666666667,39,39,14,0.7358490566037735,0.049483802064791735,2.4761091417015124,2.4761091417015124,0.0,1.6666666666666718,6.622653097034579,9.326611899427432,10.786529393711113,-1.6666666666666718,-9.32661189942743,-11.316648531011975,5.012554910875239,2.679031427099443,16,7,2,0.8461538461538461,33,1.0,33,0,0.6923076923076923,27,1.0,27,0,0.48717948717948717,19,1.0,19,0,0.3333333333333333,13,1.0,13,0,0,7,28,14,1.0,adverseMeanRatioMax:FAIL
symbol-4-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,4,1,False,56,0,0.0,0,0,0,,,1.7635076650777672,,,,,,,,,,,,0,0,0,,0,0.0,35,35,,0,0.0,32,32,,0,0.0,20,20,,0,0.0,10,10,2,0,0,16,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-4-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,4,2,False,56,0,0.0,0,0,0,,,1.7635076650777672,,,,,,,,,,,,0,0,0,,0,0.0,35,35,,0,0.0,32,32,,0,0.0,20,20,,0,0.0,10,10,2,0,0,16,0.0,precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;winnerRetention3Min:FAIL;winnerRetention5Min:FAIL;adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
symbol-4-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,4,5,False,56,56,3.5,32,40,16,0.7142857142857143,0.08737244897959183,1.7635076650777672,1.7635076650777672,0.0,1.127507065254596,3.940820130475307,4.2950784440146075,8.953823953823953,-1.127507065254596,-4.295078444014609,-12.857142857142856,4.254759937798635,2.96699438202247,15,2,1,0.875,35,1.0,35,0,0.8,32,1.0,32,0,0.5,20,1.0,20,0,0.25,10,1.0,10,0,0,2,33,16,1.0,adverseMeanRatioMax:FAIL
symbol-4-fold-4,INNER_CALIBRATION_ONLY_NOT_OUTER_OOF,4,4,10,False,56,56,3.5,32,40,16,0.7142857142857143,0.08737244897959183,1.7635076650777672,1.7635076650777672,0.0,1.127507065254596,3.940820130475307,4.2950784440146075,8.953823953823953,-1.127507065254596,-4.295078444014609,-12.857142857142856,4.254759937798635,2.96699438202247,15,2,1,0.875,35,1.0,35,0,0.8,32,1.0,32,0,0.5,20,1.0,20,0,0.25,10,1.0,10,0,0,2,33,16,1.0,adverseMeanRatioMax:FAIL
