scope,fold,heldGroup,threshold,selectedThreshold,candidateRows,sessions,enterCount,enterRate,enterPerSession,uniqueSymbols,strict30mCount,coverageRate,baselineEnterCount,baselineMeanD30,meanD30,meanD30ImprovementPct,ES95D30,MAEMedian,MAEP05,MAEWorst,MFEMean,MFEMedian,precision1_hits,precision1_n,precision1_rate,preservation1_anchors,preservation1_hits,preservation1_unknownNumerators,preservation1_rate,precision2_hits,precision2_n,precision2_rate,preservation2_anchors,preservation2_hits,preservation2_unknownNumerators,preservation2_rate,precision3_hits,precision3_n,precision3_rate,preservation3_anchors,preservation3_hits,preservation3_unknownNumerators,preservation3_rate,precision5_hits,precision5_n,precision5_rate,preservation5_anchors,preservation5_hits,preservation5_unknownNumerators,preservation5_rate,MAE_minus2_count,MAE_minus2_rate,MAE_minus5_count,MAE_minus5_rate,MAE_minus10_count,MAE_minus10_rate,failedGates
CHRONOLOGICAL_INNER_CALIBRATION,1,,1,,200,4,1,0.005,0.25,1,1,1.0,12,1.5305505213289927,0,100.0,0,0,0,0,4.347826086956519,4.347826086956519,1,1,1.0,34,1,0,0.029411764705882353,1,1,1.0,24,1,0,0.041666666666666664,1,1,1.0,13,1,0,0.07692307692307693,0,1,0.0,4,0,0,0.0,0,0.0,0,0.0,0,0.0,throughputRatioMin:FAIL;preservation5RatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,1,,2,,200,4,133,0.665,33.25,96,60,0.45112781954887216,12,1.5305505213289927,1.352772944081944,11.61527011161203,7.0727900971334,-0.6976249125688061,-3.7272610829698527,-9.972299168975074,2.039490689533018,1.0780298837852809,31,60,0.5166666666666667,34,30,0,0.8823529411764706,22,60,0.36666666666666664,24,21,0,0.875,12,60,0.2,13,11,0,0.8461538461538461,4,60,0.06666666666666667,4,3,0,0.75,14,0.23333333333333334,2,0.03333333333333333,0,0.0,adverseES95RatioMax:FAIL;precision1RatioMin:FAIL;precision2RatioMin:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,1,,5,,200,4,136,0.68,34.0,97,62,0.45588235294117646,12,1.5305505213289927,1.409030214385336,7.939646895036134,6.795741646636522,-0.7706489675516237,-3.6814909754380194,-9.972299168975074,2.0936311053767542,1.1237373737373768,34,62,0.5483870967741935,34,34,0,1.0,24,62,0.3870967741935484,24,24,0,1.0,13,62,0.20967741935483872,13,13,0,1.0,4,62,0.06451612903225806,4,4,0,1.0,15,0.24193548387096775,3,0.04838709677419355,0,0.0,adverseMeanRatioMax:FAIL;adverseES95RatioMax:FAIL;precision1RatioMin:FAIL;precision2RatioMin:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,1,,10,,200,4,136,0.68,34.0,97,62,0.45588235294117646,12,1.5305505213289927,1.409030214385336,7.939646895036134,6.795741646636522,-0.7706489675516237,-3.6814909754380194,-9.972299168975074,2.0936311053767542,1.1237373737373768,34,62,0.5483870967741935,34,34,0,1.0,24,62,0.3870967741935484,24,24,0,1.0,13,62,0.20967741935483872,13,13,0,1.0,4,62,0.06451612903225806,4,4,0,1.0,15,0.24193548387096775,3,0.04838709677419355,0,0.0,adverseMeanRatioMax:FAIL;adverseES95RatioMax:FAIL;precision1RatioMin:FAIL;precision2RatioMin:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,2,,1,,400,8,2,0.005,0.25,2,0,0.0,25,2.2437409126747405,,,,,,,,,0,0,,83,0,0,0.0,0,0,,48,0,0,0.0,0,0,,29,0,0,0.0,0,0,,13,0,0,0.0,0,,0,,0,,adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;preservation3RatioMin:FAIL;preservation5RatioMin:FAIL;precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;absoluteStrictLabelCoverageGapMax:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,2,,2,,400,8,297,0.7425,37.125,204,129,0.43434343434343436,25,2.2437409126747405,1.4111731164406072,37.10623590856744,5.54049317095391,-1.092436974789912,-4.321957480685965,-6.756756756756754,2.2345808525555926,1.3574660633484115,81,129,0.627906976744186,83,81,0,0.9759036144578314,46,129,0.35658914728682173,48,46,0,0.9583333333333334,28,129,0.21705426356589147,29,28,0,0.9655172413793104,12,129,0.09302325581395349,13,12,0,0.9230769230769231,34,0.26356589147286824,5,0.03875968992248062,0,0.0,precision1RatioMin:FAIL;precision2RatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,2,,5,,400,8,300,0.75,37.5,205,131,0.43666666666666665,25,2.2437409126747405,1.4637135426467178,34.76459183062095,6.234416606869661,-1.1296076099881147,-4.508657924179744,-9.345794392523366,2.3228695827892483,1.388888888888884,83,131,0.6335877862595419,83,83,0,1.0,48,131,0.366412213740458,48,48,0,1.0,29,131,0.22137404580152673,29,29,0,1.0,13,131,0.09923664122137404,13,13,0,1.0,35,0.26717557251908397,6,0.04580152671755725,0,0.0,precision1RatioMin:FAIL;precision2RatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,2,,10,,400,8,300,0.75,37.5,205,131,0.43666666666666665,25,2.2437409126747405,1.4637135426467178,34.76459183062095,6.234416606869661,-1.1296076099881147,-4.508657924179744,-9.345794392523366,2.3228695827892483,1.388888888888884,83,131,0.6335877862595419,83,83,0,1.0,48,131,0.366412213740458,48,48,0,1.0,29,131,0.22137404580152673,29,29,0,1.0,13,131,0.09923664122137404,13,13,0,1.0,35,0.26717557251908397,6,0.04580152671755725,0,0.0,precision1RatioMin:FAIL;precision2RatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
CHRONOLOGICAL_INNER_CALIBRATION,3,,1,,600,12,0,0.0,0.0,0,0,,65,2.3558275862678264,,,,,,,,,0,0,,153,0,0,0.0,0,0,,90,0,0,0.0,0,0,,62,0,0,0.0,0,0,,32,0,0,0.0,0,,0,,0,,adverseMeanRatioMax:INCONCLUSIVE;adverseES95RatioMax:INCONCLUSIVE;throughputRatioMin:FAIL;preservation3RatioMin:FAIL;preservation5RatioMin:FAIL;precision1RatioMin:INCONCLUSIVE;precision2RatioMin:INCONCLUSIVE;absoluteStrictLabelCoverageGapMax:INCONCLUSIVE
CHRONOLOGICAL_INNER_CALIBRATION,3,,2,,600,12,446,0.7433333333333333,37.166666666666664,268,215,0.4820627802690583,65,2.3558275862678264,1.9425676029898502,17.542030057160307,8.316705041956334,-1.1473962930273585,-6.378962131837308,-11.316648531011975,2.690632831857544,1.6393442622950838,146,215,0.6790697674418604,153,145,0,0.9477124183006536,86,215,0.4,90,86,0,0.9555555555555556,59,215,0.2744186046511628,62,59,0,0.9516129032258065,31,215,0.14418604651162792,32,31,0,0.96875,80,0.37209302325581395,22,0.10232558139534884,2,0.009302325581395349,precision1RatioMin:FAIL;precision2RatioMin:FAIL;absoluteStrictLabelCoverageGapMax:FAIL
